UE idx,lambdaBS,lambdaUE,numBlockers,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,240,400,2.832544e+08,282742863.9007581472396851,265905359.3082944750785828,264949286.9080095589160919,345841887.7782124280929565
