lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,bw_allotted
25,2000,400,100.000000,400000000.000000,10.000000,0.100000,0.1971594075825270,177521328.7012423872947693
