UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,1,190600485.3720620870590210,219827690.3950468599796295,104228069.8344834446907043,61992147.3817930668592453,1964470562.2738525867462158
