UE idx,lambdaBS,lambdaUE,numBlockers,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,250,400,2.305980e+08,229701258.0189847648143768,223404794.8911711573600769,222048995.6123567819595337,1290534531.6659259796142578
