UE idx,lambdaBS,lambdaUE,numBlockers,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,230,400,2.657011e+08,265313714.1694205999374390,234645636.3880397975444794,234185342.6868341863155365,162229811.7708626389503479
