UE idx,lambdaBS,lambdaUE,numBlockers,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,250,400,2.701034e+08,269734641.2186245918273926,259634273.5167425572872162,258974974.3487978279590607,702120447.3206024169921875
