lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,scs_1,scs_2,mmW_rate_1,mmW_rate_2,users_not_bb
25,1000,400,80.000000,400000000.000000,100.000000,0.100000,0.3784241393981453,7511185.5822283774614334,92488814.4177716225385666,478755714.8888179063796997,515971933.8009909987449646,10.8514190317195318
