lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,scs_1,scs_2,mmW_rate_1,mmW_rate_2,users_not_bb
25,1000,400,20.000000,400000000.000000,10.000000,0.100000,0.5339284577403155,34448146.5773026868700981,65551853.4226973131299019,925575971.6471612453460693,1282803281.6993098258972168,6.1797752808988768
