UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_mmW
1,25,20,400,1000,367650993.5444693565368652,303316579.0493037700653076,4480170930.9598941802978516
