UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,100,180123326.4698292016983032,281514142.2685442566871643,221465593.1003363132476807,313037302.6358341574668884,499157082.4658697843551636
