UE idx,lambdaBS,lambdaUE,numBlockers,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,220,400,2.811708e+08,280589659.7107803821563721,273095964.7059819102287292,272264054.1449251174926758,467789053.6962148547172546
