UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,100,190318052.5001430809497833,283170990.3429968357086182,138641699.5352875292301178,174620159.8209416568279266,64111614.2771658599376678
