UE idx,lambdaBS,lambdaUE,numBlockers,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,200,400,2.849367e+08,284504164.4480323195457458,271140042.7218943834304810,270495206.7707968354225159,547755745.3902336359024048
