lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,scs_1,scs_2,mmW_rate_1,mmW_rate_2,users_not_bb
25,1000,400,60.000000,400000000.000000,1.000000,0.100000,0.7507682373699511,53381085.8559892997145653,46618914.1440107002854347,2086280024.6703221797943115,2516658081.5311145782470703,3.0664395229982966
