lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,scs_1,scs_2,mmW_rate_1,mmW_rate_2,users_not_bb
25,1000,400,100.000000,400000000.000000,100.000000,0.100000,0.9132991199098650,61677396.5538757890462875,38322603.4461242109537125,4409727600.2076148986816406,2259956099.6460189819335938,3.0405405405405403
