UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_mmW
1,25,30,400,1000,351298559.1677186489105225,290123732.1838629841804504,8451812827.9689435958862305
