UE idx,lambdaBS,lambdaUE,numBlockers,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,2.686559e+08,268649856.5635218024253845,266030419.3811020851135254,264897592.2197546660900116,1655173714.6734230518341064
