UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_mmW
1,25,30,400,1000,345599894.0395948886871338,301781824.2061667442321777,10296224232.4026241302490234
