lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,scs_1,scs_2,mmW_rate_1,mmW_rate_2,users_not_bb
25,1000,400,60.000000,400000000.000000,10.000000,0.100000,0.4869440183220495,28123154.4426692128181458,71876845.5573307871818542,1428006434.8239393234252930,1487802294.1916530132293701,4.8192771084337354
