lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,scs_1,scs_2,mmW_rate_1,mmW_rate_2,users_not_bb
25,1000,400,40.000000,400000000.000000,1.000000,0.100000,0.6703880957687458,47791435.7058132365345955,52208564.2941867634654045,1363110038.7216286659240723,1422776236.2623019218444824,3.8205980066445182
