UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,100,182088925.7810940444469452,282599881.0496659874916077,202527739.7866627573966980,277098721.4045016169548035,1255340003.2483839988708496
