UE idx,lambdaBS,lambdaUE,numBlockers,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,200,400,3.095621e+08,308910863.6859251260757446,310417633.6004345417022705,308690424.7467190623283386,2650891966.5916371345520020
