UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_mmW
1,25,50,400,1000,309640657.7742511034011841,256672097.2256042361259460,7156048691.2873544692993164
