UE idx,lambdaBS,lambdaUE,numBlockers,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,210,400,2.749841e+08,274706491.0806186795234680,259898536.8522100150585175,259379435.4117480218410492,1374773255.0038950443267822
