UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_mmW
1,25,10,400,1000,384986472.1251569986343384,323175295.8242260813713074,13125203035.2055568695068359
