lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,mmW_rate_1,mmW_rate_2,users_not_bb,mmW_rate_1_small,mmW_rate_2_small,users_not_bb_small
25,250,400,100.000000,50000000.000000,10.000000,0.100000,663819725.3311961889266968,792950022.5803098678588867,7.2289156626506026,248736185.5811827480792999,428933625.9796916246414185,0.6024096385542169
