UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,150,400,100,196805751.3874843120574951,305789546.2150565385818481,219307661.2856675386428833,271063742.8011238574981689,1970987061.5302939414978027
