lambdaBS,lambdaUE,numBlockers,deployRange,minRatereq,powerFac,lower_bound_thresh,lb_rate_before_handoff,bw_allotted
25,2500,400,100.000000,400000000.000000,10.000000,0.100000,0.1573754190809464,222398136.9161449372768402
