UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,30,400,100,66570769.0940932407975197,64206228.5087841153144836,76081038.6317583322525024,26740027.2786044329404831,1272069532.5786857604980469
