UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_mmW
1,25,40,400,1000,341039626.6827304363250732,292878074.1715642213821411,7672466320.4115085601806641
