UE idx,lambdaBS,lambdaUE,numBlockers,rate_before_handoff,rate_after_handoff,rate_before_handoff_affected,rate_after_handoff_affected,rate_mmW
1,25,200,400,2.995549e+08,299076879.0155442953109741,301433429.9685081839561462,300185541.3054531812667847,1033806220.7882807254791260
