UE idx,lambdaBS,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,outageDuration_wo_CF_Analysis,outageDurationAnalysis,outageProbability_wo_CF_Analysis,outageProbabilityAnalysis,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,100,4000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,0.0656013742899603,0.0656013742899603,0.0143978859619258,0.0143978859619257,0.0609970097096178,0.0163675309387474,0.0006211279503157,0.0001666693333347
