UE idx,lambdaBS,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,outageDuration_wo_CF_Analysis,outageDurationAnalysis,outageProbability_wo_CF_Analysis,outageProbabilityAnalysis,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,200,4000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,0.0863467440974693,0.0863467440974694,0.0305709301901725,0.0305709301901725,0.0629491962415410,0.0326286667185321,0.0463461161690665,0.0240227368809661
