UE idx,lambdaBS,lambdaUE_sub6,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,minRatereq_sub6,outageDuration_wo_CF_Analysis,outageDurationAnalysis,outageProbability_wo_CF_Analysis,outageProbabilityAnalysis,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.613559934,0.015338998,0.10604869,0.002651217
2,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.612794428,0.035746342,0.250295373,0.014600563
3,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.607509847,0.02531291,0.095687097,0.003986962
4,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.287805504,0.023983792,0.102368631,0.008530719
5,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.606101273,0.035355908,0.114628109,0.00668664
6,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.344579677,0.020100481,0.197093693,0.011497132
7,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.1,0.000833333,0.1,0.000833333
8,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.186136354,0.003102273,0.050000005,0.000833333
9,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.473204616,0.011830115,0.412650333,0.010316258
10,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.717365386,0.095648718,0.234192202,0.031225627
11,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.429830392,0.053728799,0.12343033,0.015428791
12,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.49727884,0.024863942,0.016666675,0.000833334
13,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.573142763,0.057314276,0.18746457,0.018746457
14,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.235775418,0.007859181,0.066373008,0.002212434
15,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.606512687,0.040434179,0.400245204,0.026683014
16,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.593816779,0.044536258,0.248731642,0.018654873
17,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.639699611,0.02665415,0.333552792,0.013898033
18,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.239307494,0.003988458,0.050000005,0.000833333
19,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.32254357,0.005375726,0.050000005,0.000833333
20,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.575940989,0.009599016,0.050000005,0.000833333
21,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.565904968,0.042442873,0.159725009,0.011979376
22,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,1.34958268,0.033739567,0.03333334,0.000833334
23,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.36781747,0.018390873,0.298634413,0.014931721
24,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.362327653,0.012077588,0.246828866,0.008227629
25,50,10,400,0.05,0,0.05,0,0,0,1000000000,10000000,0,0,0,0,0.600394086,0.070045977,0.384947962,0.044910596
,,,,,,,,,,,,,,,,0.500357297,0.028732149,0.172515918,0.010840055
