UE idx,lambdaBS,lambdaUE_sub6,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,minRatereq_sub6,outageDuration_wo_CF_Analysis,outageDurationAnalysis,outageProbability_wo_CF_Analysis,outageProbabilityAnalysis,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.701648143,0,0.096776819,0,0.422964323,0.059919946,0.160614584,0.022753733
2,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.917649932,0,0.298723293,0,0.576093373,0.292847464,0.052978023,0.026930495
3,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.797658777,0,0.18727696,0,0.794078593,0.264692864,0.129638239,0.043212746
4,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.982139652,0.982139652,0.357624811,0.357624811,0.720367955,0.360183977,0.02915503,0.014577515
5,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.850775877,0.850775877,0.236871617,0.236871617,0.788042743,0.256113892,0.086214616,0.02801975
6,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.917817498,0.917817498,0.29887735,0.29887735,0.798569399,0.312773015,0.051955717,0.020349323
7,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.67077394,0.67077394,0.067475649,0.067475649,0.85721934,0.064291451,0.01111112,0.000833334
8,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.678710486,0.678710486,0.075016141,0.075016141,0.899494987,0.112436873,0.027079774,0.003384972
9,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.710128196,0.710128196,0.10480916,0.10480916,0.789368617,0.085514933,0.159058249,0.01723131
10,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,1.039479467,1.039479467,0.409250671,0.409250671,0.71582733,0.465287764,0.018939806,0.012310874
11,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.956345702,0.956345702,0.334163404,0.334163404,0.705209648,0.364358318,0.01086605,0.005614126
12,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.99033328,0.99033328,0.365048199,0.365048199,0.775359751,0.426447863,0.084047178,0.046225948
13,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.882955659,0.882955659,0.266723301,0.266723301,0.905933448,0.369922824,0.12235173,0.04996029
14,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.852595748,0.852595748,0.238563941,0.238563941,0.616335409,0.205445136,0.089456385,0.029818795
15,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.935757946,0.935757946,0.315342473,0.315342473,0.788846414,0.348407166,0.060419624,0.026685334
16,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.925038112,0.925038112,0.305511154,0.305511154,0.863952541,0.352780621,0.052863495,0.021585927
17,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.774340472,0.774340472,0.165391316,0.165391316,0.64134409,0.192403227,0.034975327,0.010492598
18,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.779234412,0.779234412,0.169989951,0.169989951,0.685756113,0.188582931,0.077232467,0.021238928
19,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.795399748,0.795399748,0.185159603,0.185159603,0.591323939,0.142903285,0.042202088,0.010198838
20,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.817474762,0.817474762,0.205822657,0.205822657,0.616674628,0.164446567,0.132251071,0.035266952
21,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.932754745,0.932754745,0.312590312,0.312590312,0.654868219,0.300147934,0.029322658,0.013439552
22,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.842180935,0.842180935,0.228872651,0.228872651,0.649081307,0.286677577,0.127438866,0.056285499
23,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.978104284,0.978104284,0.353963478,0.353963478,0.841381679,0.406667811,0.018802926,0.009088081
24,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.778051331,0.778051331,0.168878516,0.168878516,0.628539467,0.183324011,0.115269818,0.033620363
25,50,10,4000,0.05,0,0.05,0,0,0,1000000000,1000000,0.974668112,0.974668112,0.350843085,0.350843085,0.685901377,0.394393292,0.099547778,0.057239972
,,,,,,,,,,,,0.859280689,0.762602414,0.243982661,0.220671578,0.720501388,0.26403883,0.072951705,0.02465461
