UE idx,lambdaBS,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,outageDuration_wo_CF_Analysis,outageDurationAnalysis,outageProbability_wo_CF_Analysis,outageProbabilityAnalysis,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,50,4000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,0.9063980971928334,0.0000000000000000,0.2883673709480132,0.0000000000000000,0.7174509111595898,0.3204614069846168,0.0003731442910502,0.0001666711166691
