UE idx,lambdaBS,lambdaUE,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,powerFac,lower_bound_thresh,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,25,25,400,0.020000,0.000000,0.050000,0.000000,0.000000,0.000000,400000000.000000,1.000000,0.0000000000000000,0.5548573501071741,0.0379152522573236,0.0017073268292736,0.0001166673333337
2,25,25,400,0.020000,0.000000,0.050000,0.000000,0.000000,0.000000,400000000.000000,1.000000,0.0000000000000000,0.3682922709746416,0.0178007930971077,0.0024138027586254,0.0001166671333336
