UE idx,lambdaBS,lambdaUE,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,powerFac,lower_bound_thresh,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,25,150,4000,0.020000,0.000000,0.050000,0.000000,0.000000,0.000000,100.000000,100.000000,0.0000000000000000,0.0512887627247638,0.0513334749482729,0.6232477873253858,0.6237911187080902
