UE idx,lambdaBS,lambdaUE,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,powerFac,lower_bound_thresh,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,25,150,4000,0.020000,0.000000,0.050000,0.000000,0.000000,0.000000,100000.000000,100.000000,0.0000000000000000,0.8592288218186008,0.2726171579142090,0.8592288218186008,0.2726171579142090
