UE idx,lambdaBS,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,outageDuration_wo_CF_Analysis,outageDurationAnalysis,outageProbability_wo_CF_Analysis,outageProbabilityAnalysis,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,100,4000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,0.0846418964631394,0.0846418964631394,0.0219399206680270,0.0219399206680270,0.1248618591753451,0.0495285374728869,0.0004201780252159,0.0001666706166690
