UE idx,lambdaBS,lambdaUE_sub6,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,minRatereq_sub6,outageDuration_wo_CF_Analysis,outageDurationAnalysis,outageProbability_wo_CF_Analysis,outageProbabilityAnalysis,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.701648143,0,0.096776819,0,0.422964323,0.059919946,0.026802863,0.003797072
2,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.917649932,0,0.298723293,0,0.576093373,0.292847464,0.0174028,0.008846424
3,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.797658777,0,0.18727696,0,0.794078593,0.264692864,0.099150458,0.033050153
4,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.982139652,0.982139652,0.357624811,0.357624811,0.720367955,0.360183977,0.049352113,0.024676057
5,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.850775877,0.850775877,0.236871617,0.236871617,0.788042743,0.256113892,0.060816177,0.019765258
6,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.917817498,0.917817498,0.29887735,0.29887735,0.798569399,0.312773015,0.038723521,0.015166712
7,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.67077394,0.67077394,0.067475649,0.067475649,0.85721934,0.064291451,0.206885791,0.015516434
8,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.678710486,0.678710486,0.075016141,0.075016141,0.899494987,0.112436873,0.052657378,0.006582172
9,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.710128196,0.710128196,0.10480916,0.10480916,0.789368617,0.085514933,0.091907469,0.009956643
10,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,1.039479467,1.039479467,0.409250671,0.409250671,0.71582733,0.465287764,0.038271807,0.024876675
11,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.956345702,0.956345702,0.334163404,0.334163404,0.705209648,0.364358318,0.008603771,0.004445282
12,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.99033328,0.99033328,0.365048199,0.365048199,0.775359751,0.426447863,0.052878387,0.029083113
13,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.882955659,0.882955659,0.266723301,0.266723301,0.905933448,0.369922824,0.021302193,0.008698395
14,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.852595748,0.852595748,0.238563941,0.238563941,0.616335409,0.205445136,0.039864617,0.013288206
15,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.935757946,0.935757946,0.315342473,0.315342473,0.788846414,0.348407166,0.027804371,0.012280264
16,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.925038112,0.925038112,0.305511154,0.305511154,0.863952541,0.352780621,0.004081642,0.001666671
17,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.774340472,0.774340472,0.165391316,0.165391316,0.64134409,0.192403227,0.002777787,0.000833336
18,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.779234412,0.779234412,0.169989951,0.169989951,0.685756113,0.188582931,0.003030313,0.000833336
19,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.795399748,0.795399748,0.185159603,0.185159603,0.591323939,0.142903285,0.003448286,0.000833336
20,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.817474762,0.817474762,0.205822657,0.205822657,0.616674628,0.164446567,0.101524054,0.027073081
21,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.932754745,0.932754745,0.312590312,0.312590312,0.654868219,0.300147934,0.023192963,0.010630108
22,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.842180935,0.842180935,0.228872651,0.228872651,0.649081307,0.286677577,0.045841706,0.020246753
23,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.978104284,0.978104284,0.353963478,0.353963478,0.841381679,0.406667811,0.025064219,0.012114373
24,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.778051331,0.778051331,0.168878516,0.168878516,0.628539467,0.183324011,0.002857153,0.000833336
25,50,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.974668112,0.974668112,0.350843085,0.350843085,0.685901377,0.394393292,0.06131367,0.03525536
,,,,,,,,,,,,0.859280689,0.762602414,0.243982661,0.220671578,0.720501388,0.26403883,0.04422222,0.013613942
