UE idx,lambdaBS,lambdaUE_sub6,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,minRatereq_sub6,outageDuration_wo_CF_Analysis,outageDurationAnalysis,outageProbability_wo_CF_Analysis,outageProbabilityAnalysis,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.1988498777637695,0.0000000000000000,0.0578476961779747,0.0000000000000000,0.1471386400674547,0.0772477860354137,0.0309480702891123,0.0162477369017839
2,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.2326593181208963,0.0000000000000000,0.0773877935791740,0.0000000000000000,0.1409428031016934,0.0669478314733044,0.0199302363520857,0.0094668622672407
3,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.1724817955705437,0.0000000000000000,0.0437732418850387,0.0000000000000000,0.2111066898762312,0.0949980104443040,0.0168951709047846,0.0076028269071531
4,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.2269540408882978,0.0000000000000000,0.0739864341105818,0.0000000000000000,0.2598501517622430,0.1190979862243614,0.0200284662939267,0.0091797137180497
5,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.3458786764222416,0.0000000000000000,0.1514093228219825,0.0000000000000000,0.2747084386120567,0.2220559878780792,0.0801599267667097,0.0647959408030904
6,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.3403685608355137,0.3403685608355137,0.1475768709623465,0.1475768709623465,0.3080876725127105,0.2336331516554721,0.0363663726209772,0.0275778325709077
7,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.0992271534420161,0.0992271534420162,0.0121094348034219,0.0121094348034220,0.1931447569081691,0.0321907928180282,0.0467995616098812,0.0077999269349802
8,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.1260989943360240,0.1260989943360240,0.0222070558300378,0.0222070558300378,0.1186941287349555,0.0316517676626548,0.0046875096874982,0.0012500025833329
9,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.1982257099023673,0.1982257099023672,0.0575018145064021,0.0575018145064020,0.1741189553817887,0.0740005560372602,0.0159153641186577,0.0067640297504295
10,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.2603156248270559,0.2603156248270559,0.0944005532588530,0.0944005532588530,0.2089703579250785,0.1149336968587931,0.0251130615278195,0.0138121838403007
11,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.1955160913798940,0.1955160913798940,0.0560070584619257,0.0560070584619258,0.1602793918799270,0.0560977871579744,0.0095238192857125,0.0033333367499994
12,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.3274630947060448,0.3274630947060447,0.1386768231974213,0.1386768231974213,0.3138536995394824,0.1987740097083388,0.0385730133843041,0.0244295751433926
13,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.0556046140864528,0.0000000000000000,0.0008701895787575,0.0000000000000000,0.0666666733333273,0.0016666668333332,0.0333333399999958,0.0008333334999999
14,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.1737590648058053,0.1737590648058053,0.0444281481583923,0.0444281481583922,0.1332816056190762,0.0499806021071536,0.0100000097777750,0.0037500036666656
15,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.3313471602258441,0.3313471602258442,0.1413438844787433,0.1413438844787434,0.2320941450773913,0.1798729624349782,0.0327934189355316,0.0254148996750370
16,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.1194328558895192,0.1194328558895192,0.0195145961807290,0.0195145961807290,0.1465322598461990,0.0134321238192349,0.0635062629948194,0.0058214074411918
17,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.1188010785080348,0.1188010785080348,0.0192655016190782,0.0192655016190783,0.1782026138117350,0.0460356752346982,0.0159852798486685,0.0041295306275727
18,100,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.1626160860446538,0.1626160860446538,0.0388150563790568,0.0388150563790568,0.1061432974513592,0.0256512968840785,0.0150755404744236,0.0036432556146524
