UE idx,lambdaBS,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,outageDuration_wo_CF_Analysis,outageDurationAnalysis,outageProbability_wo_CF_Analysis,outageProbabilityAnalysis,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,25,40000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,400000000.000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.4759232347555296,0.0293485994765910,0.3739129679490102,0.0230579663568556
