UE idx,lambdaBS,lambdaUE,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,25,50,400,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,400000000.000000,0.446950,0.0260720978793745,0.0727573210882423,0.0042441770634808
