UE idx,lambdaBS,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,outageDuration_wo_CF_Analysis,outageDurationAnalysis,outageProbability_wo_CF_Analysis,outageProbabilityAnalysis,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,25,4000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.7896685979270116,0.3211318964903180,0.3917634939206207,0.1593171541943857
