UE idx,lambdaBS,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,outageDuration_wo_CF_Analysis,outageDurationAnalysis,outageProbability_wo_CF_Analysis,outageProbabilityAnalysis,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,25,4000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,200000000.000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.7896685979270116,0.3211318964903180,0.0004098460245963,0.0001666707166692
