UE idx,lambdaBS,lambdaUE,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,25,50,4000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,400000000.000000,0.789669,0.3211318964903180,0.5959126494177246,0.2423378107632080
