UE idx,lambdaBS,lambdaUE,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,powerFac,lower_bound_thresh,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,25,150,4000,0.020000,0.000000,0.050000,0.000000,0.000000,0.000000,100.000000,100.000000,0.0000000000000000,0.8708440820514849,0.2833465654556150,0.0002975815480582,0.0000968241173398
