UE idx,lambdaBS,lambdaUE_sub6,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,minRatereq_sub6,outageDuration_wo_CF_Analysis,outageDurationAnalysis,outageProbability_wo_CF_Analysis,outageProbabilityAnalysis,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
12,75,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.3712394806199431,0.3712394806199431,0.1692800036375228,0.1692800036375228,0.2673716896701325,0.2116692543221882,0.0248217220535023,0.0196505299590227
13,75,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.2306610632491515,0.2306610632491515,0.0761919988973503,0.0761919988973503,0.2157490381822585,0.0898954325759411,0.0306326818801443,0.0127636174500601
14,75,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.2575745745333831,0.2575745745333832,0.0926779709904446,0.0926779709904446,0.3719994250377444,0.1859997125188722,0.0653393286342745,0.0326696643171372
15,75,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.1906205000354477,0.1906205000354477,0.0533348697105132,0.0533348697105132,0.1902444386046966,0.0713416644767612,0.0111111208888860,0.0041666703333322
16,75,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.4046280900938668,0.4046280900938669,0.1933245555476812,0.1933245555476812,0.2346824071591468,0.1721004319167077,0.0087758186058238,0.0064356003109375
17,75,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.1687569508193232,0.1687569508193232,0.0418801227377524,0.0418801227377524,0.1842571686743761,0.0706319146585108,0.0339995803209839,0.0130331724563771
18,75,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.1434062729916597,0.1434062729916596,0.0297105085599240,0.0297105085599240,0.1062611325452262,0.0274507925741834,0.0064516225806419,0.0016666691666658
19,75,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.1860957560675944,0.1860957560675945,0.0508986017904009,0.0508986017904010,0.2845396625608118,0.0711349156402029,0.1001196714448812,0.0250299178612203
20,75,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.3117971159753939,0.3117971159753939,0.1280257263515726,0.1280257263515726,0.2125278141683342,0.1611669257443201,0.0713615734377638,0.0541158598569709
21,75,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.3859801732603590,0.3859801732603590,0.1798280952280989,0.1798280952280988,0.2752793292712314,0.2477513963441082,0.0344293985374408,0.0309864586836967
22,75,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.3202554149626569,0.3202554149626569,0.1337548311827207,0.1337548311827207,0.2667144367246712,0.1978132072374644,0.0957075306015324,0.0709830851961366
23,75,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.1808154327248319,0.1808154327248319,0.0480976077294781,0.0480976077294780,0.1641501002643272,0.0642921226035282,0.0415129710030364,0.0162592469761892
24,75,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.3096853060512980,0.3096853060512980,0.1266034931664284,0.1266034931664284,0.2312239898631691,0.1483687268288668,0.0403410137225096,0.0258854838052770
25,75,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.2238943095172926,0.2238943095172926,0.0721787455833232,0.0721787455833232,0.2581046176973772,0.0903366161940820,0.0356275807722646,0.0124696532702926
26,75,10,4000.000000,0.050000,0.000000,0.050000,0.000000,0.000000,0.000000,1000000000.000000,1000000.000000,0.1366155479868510,0.1366155479868510,0.0266820635217568,0.0266820635217567,0.1828847628384187,0.0426731113289644,0.0107142953571410,0.0025000022499996
