UE idx,lambdaBS,lambdaUE_sub6,numBlockers,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,minRatereq_sub6,outageDuration_wo_CF_Analysis,outageDurationAnalysis,outageProbability_wo_CF_Analysis,outageProbabilityAnalysis,meanOutageDuration_wo_CF,outageProbability_wo_CF,meanOutageDuration,outageProbability
1,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.198849878,0,0.057847696,0,0.14713864,0.077247786,0.010232633,0.005372132
2,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.232659318,0,0.077387794,0,0.140942803,0.066947831,0.038856545,0.018456859
3,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.172481796,0,0.043773242,0,0.21110669,0.09499801,0.003703714,0.001666671
4,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.226954041,0.226954041,0.073986434,0.073986434,0.259850152,0.119097986,0.001818192,0.000833338
5,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.345878676,0,0.151409323,0,0.274708439,0.222055988,0.014737565,0.011912865
6,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.340368561,0.340368561,0.147576871,0.147576871,0.308087673,0.233633152,0.021903864,0.01661043
7,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.099227153,0.099227153,0.012109435,0.012109435,0.193144757,0.032190793,0.005000009,0.000833335
8,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.126098994,0.126098994,0.022207056,0.022207056,0.118694129,0.031651768,0.036151983,0.009640529
9,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.19822571,0.19822571,0.057501815,0.057501815,0.174118955,0.074000556,0.003921578,0.001666671
10,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.260315625,0.260315625,0.094400553,0.094400553,0.208970358,0.114933697,0.001515161,0.000833339
11,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.195516091,0.195516091,0.056007058,0.056007058,0.160279392,0.056097787,0.004761915,0.00166667
12,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.327463095,0.327463095,0.138676823,0.138676823,0.3138537,0.19877401,0.001315799,0.00083334
13,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.055604614,0.055604614,0.00087019,0.00087019,0.066666673,0.001666667,0.050000007,0.00125
14,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.173759065,0.173759065,0.044428148,0.044428148,0.133281606,0.049980602,0.003333343,0.001250004
15,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.33134716,0.33134716,0.141343884,0.141343884,0.232094145,0.179872962,0.00818192,0.006340988
16,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.119432856,0.119432856,0.019514596,0.019514596,0.14653226,0.013432124,0.009090918,0.000833334
17,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.118801079,0.118801079,0.019265502,0.019265502,0.178202614,0.046035675,0.009677429,0.002500002
18,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.162616086,0.162616086,0.038815056,0.038815056,0.106143297,0.025651297,0.003448286,0.000833336
19,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.334006842,0.334006842,0.143175991,0.143175991,0.2876155,0.20133085,0.014343327,0.010040329
20,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.370453162,0.370453162,0.16872051,0.16872051,0.357672717,0.280176962,0.048617227,0.038083495
21,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.118503209,0.118503209,0.019148432,0.019148432,0.134270033,0.02909184,0.009615394,0.002083335
22,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.304372341,0.304372341,0.123040267,0.123040267,0.270196561,0.191389231,0.001764716,0.001250007
23,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.212514314,0.212514314,0.065560772,0.065560772,0.265315066,0.106126026,0.002083343,0.000833337
24,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.330746648,0.330746648,0.140930873,0.140930873,0.253390379,0.202712303,0.001041677,0.000833341
25,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.276791077,0.276791077,0.104908638,0.104908638,0.287472609,0.174879171,0.031197527,0.018978496
26,100,10,4000,0.05,0,0.05,0,0,0,1000000000,10000000,0.120721535,0.120721535,0.020026002,0.020026002,0.153824924,0.033328734,0.003846163,0.000833335
,,,,,,,,,,,,0.221296497,0.184763048,0.076255114,0.063546727,0.207060541,0.1098963,0.013083086,0.006010366
