UE idx,lambdaBS,lambdaUE,numBlockers,powFactor,rate_before_handoff,rate_after_handoff,rate_mmW
1,25,10,400,1000,386424844.6327335834503174,356225400.9845176339149475,9009949669.3018913269042969
